"No.","Time","Source","Destination","Protocol","Length","Info"
"14729","36047.524903846","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=41357 Ack=18685 Win=64240 Len=0"
"14731","36047.908518605","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14732","36047.908580453","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=18685 Ack=41449 Win=62905 Len=0"
"14733","36048.464104664","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14734","36048.464960688","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=41449 Ack=18931 Win=64240 Len=0"
"14736","36049.000474505","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14737","36049.000565679","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=18931 Ack=41541 Win=62905 Len=0"
"14749","36062.207095286","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14750","36062.209033956","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=41541 Ack=19177 Win=64240 Len=0"
"14751","36062.761887621","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14752","36062.761982482","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=19177 Ack=41633 Win=62905 Len=0"
"14753","36074.557749315","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14754","36074.558838330","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=41633 Ack=19423 Win=64240 Len=0"
"14755","36075.027167521","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14756","36075.027238487","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=19423 Ack=41725 Win=62905 Len=0"
"14757","36093.327988470","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14758","36093.328036251","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=19423 Ack=42160 Win=62905 Len=0"
"14763","36097.688463382","192.168.217.128","185.134.22.134","TCP","74","41936  >  14441 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3635663529 TSecr=0 WS=128"
"14764","36097.963559882","185.134.22.134","192.168.217.128","TCP","60","14441  >  41936 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"14765","36097.963698007","192.168.217.128","185.134.22.134","TCP","54","41936  >  14441 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"14766","36097.974596024","192.168.217.128","185.134.22.134","TLSv1.2","401","Client Hello"
"14767","36097.976012255","185.134.22.134","192.168.217.128","TCP","60","14441  >  41936 [ACK] Seq=1 Ack=348 Win=64240 Len=0"
"14768","36098.215551528","185.134.22.134","192.168.217.128","TLSv1.2","1347","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"14769","36098.215602876","192.168.217.128","185.134.22.134","TCP","54","41936  >  14441 [ACK] Seq=348 Ack=1294 Win=63357 Len=0"
"14770","36098.216739502","192.168.217.128","185.134.22.134","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"14771","36098.218257307","185.134.22.134","192.168.217.128","TCP","60","14441  >  41936 [ACK] Seq=1294 Ack=474 Win=64240 Len=0"
"14772","36098.603093384","185.134.22.134","192.168.217.128","TLSv1.2","280","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"14773","36098.603144452","192.168.217.128","185.134.22.134","TCP","54","41936  >  14441 [ACK] Seq=474 Ack=1520 Win=63357 Len=0"
"14774","36098.603810317","192.168.217.128","185.134.22.134","TLSv1.2","261","Application Data"
"14775","36098.604385618","185.134.22.134","192.168.217.128","TCP","60","14441  >  41936 [ACK] Seq=1520 Ack=681 Win=64240 Len=0"
"14776","36098.823125712","185.134.22.134","192.168.217.128","TLSv1.2","160","Application Data"
"14777","36098.823309414","192.168.217.128","185.134.22.134","TLSv1.2","85","Encrypted Alert"
"14778","36098.824059889","185.134.22.134","192.168.217.128","TCP","60","14441  >  41936 [ACK] Seq=1627 Ack=712 Win=64240 Len=0"
"14779","36098.824206310","192.168.217.128","185.134.22.134","TCP","54","41936  >  14441 [FIN, ACK] Seq=712 Ack=1627 Win=63357 Len=0"
"14780","36098.824630872","185.134.22.134","192.168.217.128","TCP","60","14441  >  41936 [ACK] Seq=1627 Ack=713 Win=64239 Len=0"
"14781","36135.878789507","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14782","36135.890104753","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=42160 Ack=19669 Win=64240 Len=0"
"14783","36136.366401034","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14784","36136.366476328","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=19669 Ack=42252 Win=62905 Len=0"
"14785","36153.566271757","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14786","36153.566322444","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=19669 Ack=42687 Win=62905 Len=0"
"14803","36199.621724780","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14804","36199.622773879","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=42687 Ack=19915 Win=64240 Len=0"
"14805","36200.368215937","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14806","36200.368328783","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=19915 Ack=42779 Win=62905 Len=0"
"14807","36204.302358250","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14808","36204.302420990","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=19915 Ack=43214 Win=62905 Len=0"
"14809","36213.836321225","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14810","36213.836370970","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=19915 Ack=43649 Win=62905 Len=0"
"14811","36227.158512285","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14812","36227.159478925","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=43649 Ack=20161 Win=64240 Len=0"
"14813","36227.543664287","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14814","36227.543762355","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=20161 Ack=43741 Win=62905 Len=0"
"14815","36273.884377768","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14816","36273.884459345","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=20161 Ack=44176 Win=62905 Len=0"
"14823","36287.735696412","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14824","36287.735743462","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=20161 Ack=44611 Win=62905 Len=0"
"14826","36289.088143195","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14827","36289.089128040","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=44611 Ack=20407 Win=64240 Len=0"
"14828","36289.477459086","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14829","36289.477519682","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=20407 Ack=44703 Win=62905 Len=0"
"14841","36324.216508944","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14842","36324.217498979","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=44703 Ack=20653 Win=64240 Len=0"
"14843","36324.607048127","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14844","36324.607118802","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=20653 Ack=44795 Win=62905 Len=0"
"14847","36334.136592901","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14848","36334.136630893","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=20653 Ack=45230 Win=62905 Len=0"
"14849","36336.020931834","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14850","36336.021990471","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=45230 Ack=20899 Win=64240 Len=0"
"14851","36337.241260000","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14852","36337.241326076","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=20899 Ack=45322 Win=62905 Len=0"
"14853","36382.390850372","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14854","36382.391745796","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=45322 Ack=21145 Win=64240 Len=0"
"14855","36382.713883801","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14856","36382.714024961","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=21145 Ack=45414 Win=62905 Len=0"
"14857","36394.298743111","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14858","36394.298803547","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=21145 Ack=45849 Win=62905 Len=0"
"14864","36409.365897678","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14865","36409.367014422","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=45849 Ack=21391 Win=64240 Len=0"
"14867","36409.759090250","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14868","36409.759160094","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=21391 Ack=45941 Win=62905 Len=0"
"14878","36419.268556259","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14879","36419.269667726","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=45941 Ack=21637 Win=64240 Len=0"
"14881","36419.670958908","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14882","36419.671031317","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=21637 Ack=46033 Win=62905 Len=0"
"14883","36427.061952478","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14884","36427.064178899","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=46033 Ack=21883 Win=64240 Len=0"
"14885","36427.454080562","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14886","36427.454147671","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=21883 Ack=46125 Win=62905 Len=0"
"14887","36454.346975340","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14888","36454.347036337","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=21883 Ack=46560 Win=62905 Len=0"
"14889","36479.663997644","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14890","36479.665033185","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=46560 Ack=22129 Win=64240 Len=0"
"14891","36480.063775285","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14892","36480.063875006","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22129 Ack=46652 Win=62905 Len=0"
"14893","36485.424696796","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14894","36485.424754857","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22129 Ack=47087 Win=62905 Len=0"
"14895","36492.956270501","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14896","36492.956340896","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22129 Ack=47522 Win=62905 Len=0"
"14897","36497.882186698","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14898","36497.883143097","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=47522 Ack=22375 Win=64240 Len=0"
"14899","36498.281740443","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14900","36498.281815257","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22375 Ack=47614 Win=62905 Len=0"
"14901","36515.270433928","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14902","36515.270483123","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22375 Ack=48049 Win=62905 Len=0"
"14919","36567.121175015","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14920","36567.122375503","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=48049 Ack=22621 Win=64240 Len=0"
"14921","36567.497082625","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14922","36567.497175372","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22621 Ack=48141 Win=62905 Len=0"
"14923","36574.668263968","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14924","36574.668319554","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22621 Ack=48576 Win=62905 Len=0"
"14929","36609.773760475","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14930","36609.774846833","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=48576 Ack=22867 Win=64240 Len=0"
"14931","36610.145987218","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14932","36610.146064897","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22867 Ack=48668 Win=62905 Len=0"
"14935","36634.788835818","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14936","36634.788867639","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22867 Ack=49103 Win=62905 Len=0"
"14954","36695.112557933","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14955","36695.112604973","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=22867 Ack=49538 Win=62905 Len=0"
"14958","36740.366807751","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14959","36740.367847932","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=49538 Ack=23113 Win=64240 Len=0"
"14960","36740.808223111","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14961","36740.808277685","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23113 Ack=49630 Win=62905 Len=0"
"14962","36741.584758949","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14963","36741.585579459","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=49630 Ack=23359 Win=64240 Len=0"
"14964","36742.154249285","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14965","36742.154328717","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23359 Ack=49722 Win=62905 Len=0"
"14966","36755.275024379","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14967","36755.275075698","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23359 Ack=50157 Win=62905 Len=0"
"14984","36815.280708794","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14985","36815.280760232","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23359 Ack=50592 Win=62905 Len=0"
"14988","36872.351264195","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14989","36872.352564138","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=50592 Ack=23605 Win=64240 Len=0"
"14990","36873.041169914","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14991","36873.041235530","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23605 Ack=50684 Win=62905 Len=0"
"14992","36875.604944727","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"14993","36875.604986978","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23605 Ack=51119 Win=62905 Len=0"
"14994","36876.384374003","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"14995","36876.385258100","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=51119 Ack=23851 Win=64240 Len=0"
"14996","36876.857596585","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"14997","36876.857691827","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23851 Ack=51211 Win=62905 Len=0"
"15018","36935.606074664","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"15019","36935.606114530","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23851 Ack=51646 Win=62905 Len=0"
"15042","36993.877544605","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"15043","36993.877632974","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=23851 Ack=52081 Win=62905 Len=0"
"15044","36995.684496796","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"15045","36995.685366109","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=52081 Ack=24097 Win=64240 Len=0"
"15046","36995.755405794","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"15047","36995.755476870","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=24097 Ack=52516 Win=62905 Len=0"
"15048","36996.234407883","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"15049","36996.234488838","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=24097 Ack=52608 Win=62905 Len=0"
"15050","37002.393648154","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"15051","37002.393700695","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=24097 Ack=53043 Win=62905 Len=0"
"15052","37043.687228798","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"15053","37043.688415088","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=53043 Ack=24343 Win=64240 Len=0"
"15054","37044.028394331","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
